,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Month.Abbr,Day.Name.Abbr,City,State,Total.Passengers,Fatality_Rate
3244,3184.0,Accident,1996-01-08,"LANTANA, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1996.0,Jan,Mon,LANTANA, FL,2.0,0.0
3245,3185.0,Accident,1996-01-12,"SUISUN, CA",United States,Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,1996.0,Jan,Fri,SUISUN, CA,2.0,100.0
3246,3186.0,Accident,1996-01-12,"SUN CITY, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1996.0,Jan,Fri,SUN CITY, FL,1.0,0.0
3247,3187.0,Accident,1996-01-14,"MANDEVILLE, LA",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1996.0,Jan,Sun,MANDEVILLE, LA,1.0,0.0
3248,3188.0,Accident,1996-01-15,"MOUNT PLEASANT, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1996.0,Jan,Mon,MOUNT PLEASANT, MI,1.0,0.0
3249,3189.0,Accident,1996-01-20,"BUENA VISTA, CO",United States,Non-Fatal,Destroyed,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1996.0,Jan,Sat,BUENA VISTA, CO,1.0,0.0
3250,3190.0,Accident,1996-01-23,"SANFORD, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,1996.0,Jan,Tue,SANFORD, FL,2.0,0.0
3251,3191.0,Accident,1996-01-28,"CONWAY, AR",United States,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,1996.0,Jan,Sun,CONWAY, AR,2.0,0.0
3252,3192.0,Accident,1996-02-04,"MCLEARY, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1996.0,Feb,Sun,MCLEARY, WA,4.0,0.0
3253,3193.0,Accident,1996-02-09,"GALVESTON, TX",United States,Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,1996.0,Feb,Fri,GALVESTON, TX,1.0,100.0
3254,3194.0,Accident,1996-02-09,"GUNNISON, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,172G,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1996.0,Feb,Fri,GUNNISON, CO,1.0,0.0
3255,3195.0,Accident,1996-02-11,"HEDLEY, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1996.0,Feb,Sun,HEDLEY, TX,2.0,0.0
3256,3196.0,Accident,1996-02-16,"RAYMOND, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1996.0,Feb,Fri,RAYMOND, CA,4.0,0.0
3257,3197.0,Accident,1996-02-16,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1996.0,Feb,Fri,NEW ORLEANS, LA,2.0,0.0
3258,3198.0,Accident,1996-02-18,"ODELL, IL",United States,Fatal,Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1996.0,Feb,Sun,ODELL, IL,2.0,100.0
3259,3199.0,Accident,1996-02-18,"WORTHINGTON, MN",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,1996.0,Feb,Sun,WORTHINGTON, MN,3.0,0.0
3260,3200.0,Accident,1996-02-18,"JACKSON, MS",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1996.0,Feb,Sun,JACKSON, MS,1.0,0.0
3261,3201.0,Accident,1996-02-19,"JULIAN, CA",United States,Fatal,Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1996.0,Feb,Mon,JULIAN, CA,3.0,100.0
3262,3202.0,Accident,1996-02-19,"VANCOUVER, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1996.0,Feb,Mon,VANCOUVER, WA,2.0,0.0
3263,3203.0,Accident,1996-02-24,"PROCTOR, AR",United States,Fatal,Destroyed,Airplane,Cessna,170A,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1996.0,Feb,Sat,PROCTOR, AR,4.0,100.0
3264,3204.0,Accident,1996-02-24,"ARLINGTON, TN",United States,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,Feb,Sat,ARLINGTON, TN,3.0,0.0
3265,3205.0,Accident,1996-02-24,"WAREHOUSE POINT, CT",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Feb,Sat,WAREHOUSE POINT, CT,1.0,0.0
3266,3206.0,Accident,1996-02-24,"ENGLEWOOD, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Feb,Sat,ENGLEWOOD, CO,1.0,0.0
3267,3207.0,Accident,1996-02-24,"KINSTON, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1996.0,Feb,Sat,KINSTON, NC,1.0,0.0
3268,3208.0,Accident,1996-03-02,"JASPER, TX",United States,Non-Fatal,Minor,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,Standing,Probable Cause,1996.0,Mar,Sat,JASPER, TX,3.0,0.0
3269,3209.0,Accident,1996-03-02,"AUBURN, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1996.0,Mar,Sat,AUBURN, CA,2.0,0.0
3270,3210.0,Accident,1996-03-02,"WALSENBURG, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,Mar,Sat,WALSENBURG, CO,2.0,0.0
3271,3211.0,Accident,1996-03-03,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1996.0,Mar,Sun,ANCHORAGE, AK,2.0,0.0
3272,3212.0,Accident,1996-03-04,"CUMMINGS, GA",United States,Non-Fatal,Destroyed,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Go-around,Probable Cause,1996.0,Mar,Mon,CUMMINGS, GA,1.0,0.0
3273,3213.0,Accident,1996-03-07,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Mar,Thu,ANCHORAGE, AK,1.0,0.0
3274,3214.0,Accident,1996-03-09,"AVALON, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,Mar,Sat,AVALON, CA,3.0,0.0
3275,3215.0,Accident,1996-03-10,"GULF SHORES, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Approach,Probable Cause,1996.0,Mar,Sun,GULF SHORES, AL,6.0,0.0
3276,3216.0,Accident,1996-03-12,"DARRINGTON, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,1996.0,Mar,Tue,DARRINGTON, WA,1.0,0.0
3277,3217.0,Accident,1996-03-12,"CAMP LAKE, WI",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1996.0,Mar,Tue,CAMP LAKE, WI,1.0,0.0
3278,3218.0,Accident,1996-03-12,"BAXLEY, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,Mar,Tue,BAXLEY, GA,2.0,0.0
3279,3219.0,Accident,1996-03-14,"NAPA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1996.0,Mar,Thu,NAPA, CA,2.0,0.0
3280,3220.0,Accident,1996-03-14,"NAPA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1996.0,Mar,Thu,NAPA, CA,2.0,0.0
3281,3221.0,Accident,1996-03-15,"ULYSSES, KS",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1996.0,Mar,Fri,ULYSSES, KS,2.0,0.0
3282,3222.0,Accident,1996-03-17,"HOWARD, KS",United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1996.0,Mar,Sun,HOWARD, KS,1.0,0.0
3283,3223.0,Accident,1996-03-22,"FREDERICKSBURG, TX",United States,Non-Fatal,Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Go-around,Probable Cause,1996.0,Mar,Fri,FREDERICKSBURG, TX,2.0,0.0
3284,3224.0,Accident,1996-03-23,"ROCKWALL, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1996.0,Mar,Sat,ROCKWALL, TX,4.0,0.0
3285,3225.0,Accident,1996-03-23,"LAMBERTVILLE, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1996.0,Mar,Sat,LAMBERTVILLE, MI,1.0,0.0
3286,3226.0,Accident,1996-03-24,"CARLSBAD, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1996.0,Mar,Sun,CARLSBAD, CA,2.0,0.0
3287,3227.0,Accident,1996-03-27,"TAPLIN, WV",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,1996.0,Mar,Wed,TAPLIN, WV,2.0,0.0
3288,3228.0,Accident,1996-03-31,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1996.0,Mar,Sun,ANCHORAGE, AK,1.0,0.0
3289,3229.0,Accident,1996-04-02,"MARSHALL, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1996.0,Apr,Tue,MARSHALL, MI,4.0,0.0
3290,3230.0,Accident,1996-04-02,"BUNNELL, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,Probable Cause,1996.0,Apr,Tue,BUNNELL, FL,2.0,0.0
3291,3231.0,Accident,1996-04-03,"FRIDAY HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,Apr,Wed,FRIDAY HARBOR, WA,3.0,0.0
3292,3232.0,Accident,1996-04-06,"BARKHAMSTED, CT",United States,Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1996.0,Apr,Sat,BARKHAMSTED, CT,3.0,100.0
3293,3233.0,Accident,1996-04-06,"FARMINGDALE, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1996.0,Apr,Sat,FARMINGDALE, NY,1.0,0.0
3294,3234.0,Accident,1996-04-06,"SEDONA, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,SEDONA, AZ,3.0,0.0
3295,3235.0,Accident,1996-04-06,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,FAIRBANKS, AK,3.0,0.0
3296,3236.0,Accident,1996-04-09,"SIKESTON, MO",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,1996.0,Apr,Tue,SIKESTON, MO,1.0,0.0
3297,3237.0,Accident,1996-04-10,"LEBANON, TN",United States,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Apr,Wed,LEBANON, TN,1.0,0.0
3298,3238.0,Accident,1996-04-11,"CHEYENNE, WY",United States,Fatal,Destroyed,Airplane,Cessna,177B,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,1996.0,Apr,Thu,CHEYENNE, WY,3.0,100.0
3299,3239.0,Accident,1996-04-12,"PERRY, MO",United States,Fatal,Destroyed,Airplane,Cessna,177B,1.0,Reciprocating,Personal,3.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1996.0,Apr,Fri,PERRY, MO,4.0,75.0
3300,3240.0,Accident,1996-04-12,"SPIDEN ISLAND, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1996.0,Apr,Fri,SPIDEN ISLAND, WA,2.0,0.0
3301,3241.0,Accident,1996-04-12,"AKRON, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1996.0,Apr,Fri,AKRON, OH,2.0,0.0
3302,3242.0,Accident,1996-04-13,"PLAINS, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,PLAINS, MT,2.0,0.0
3303,3243.0,Accident,1996-04-14,"SALUDA, VA",United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Landing,Probable Cause,1996.0,Apr,Sun,SALUDA, VA,3.0,0.0
3304,3244.0,Accident,1996-04-17,"CHICKEN, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1996.0,Apr,Wed,CHICKEN, AK,2.0,0.0
3305,3245.0,Accident,1996-04-18,"CHEYENNE, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Apr,Thu,CHEYENNE, WY,1.0,0.0
3306,3246.0,Accident,1996-04-19,"MACKINAC ISLAND, MI",United States,Fatal,Destroyed,Airplane,Cessna,150F,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1996.0,Apr,Fri,MACKINAC ISLAND, MI,1.0,100.0
3307,3247.0,Accident,1996-04-20,"PITTSFIELD, MA",United States,Non-Fatal,Substantial,Airplane,Cessna,175,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,PITTSFIELD, MA,2.0,0.0
3308,3248.0,Accident,1996-04-21,"GREENVILLE, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1996.0,Apr,Sun,GREENVILLE, NY,2.0,0.0
3309,3249.0,Accident,1996-04-21,"MIDDLETON, WI",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,Apr,Sun,MIDDLETON, WI,3.0,0.0
3310,3250.0,Accident,1996-04-25,"HOULTON, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1996.0,Apr,Thu,HOULTON, ME,1.0,0.0
3311,3251.0,Accident,1996-04-27,"FORDYCE, AR",United States,Non-Fatal,Destroyed,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,FORDYCE, AR,2.0,0.0
3312,3252.0,Accident,1996-04-27,"SAN DIEGO, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,SAN DIEGO, CA,1.0,0.0
3313,3253.0,Accident,1996-04-27,"CULPEPER, VA",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1996.0,Apr,Sat,CULPEPER, VA,4.0,0.0
3314,3254.0,Accident,1996-04-27,"PALMER, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1996.0,Apr,Sat,PALMER, AK,2.0,0.0
3315,3255.0,Accident,1996-04-28,"PALMER, AK",United States,Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1996.0,Apr,Sun,PALMER, AK,1.0,100.0
3316,3256.0,Accident,1996-04-28,"RUTLAND, VT",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Apr,Sun,RUTLAND, VT,1.0,0.0
3317,3257.0,Accident,1996-04-28,"HOPE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,Apr,Sun,HOPE, AK,1.0,0.0
3318,3258.0,Accident,1996-04-29,"DUANESBURG, NY",United States,Fatal,Destroyed,Airplane,Cessna,172RG,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,1996.0,Apr,Mon,DUANESBURG, NY,2.0,100.0
3319,3259.0,Accident,1996-05-03,"LAKE HAVASU CTY, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,May,Fri,LAKE HAVASU CTY, AZ,1.0,0.0
3320,3260.0,Accident,1996-05-03,"KODIAK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1996.0,May,Fri,KODIAK, AK,3.0,0.0
3321,3261.0,Accident,1996-05-04,"MARANA, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,May,Sat,MARANA, AZ,2.0,0.0
3322,3262.0,Accident,1996-05-06,"RIDGEFIELD, CT",United States,Fatal,Destroyed,Airplane,Cessna,P210N,1.0,Turbo Prop,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1996.0,May,Mon,RIDGEFIELD, CT,2.0,100.0
3323,3263.0,Accident,1996-05-06,"PALMER, AK",United States,Non-Fatal,Destroyed,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1996.0,May,Mon,PALMER, AK,1.0,0.0
3324,3264.0,Accident,1996-05-06,"WINSTON-SALEM, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,May,Mon,WINSTON-SALEM, NC,1.0,0.0
3325,3265.0,Accident,1996-05-07,"RENO, NV",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1996.0,May,Tue,RENO, NV,2.0,0.0
3326,3266.0,Accident,1996-05-08,"LEADVILLE, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,May,Wed,LEADVILLE, CO,2.0,0.0
3327,3267.0,Accident,1996-05-09,"OKMULGEE, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,172G,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1996.0,May,Thu,OKMULGEE, OK,1.0,0.0
3328,3268.0,Accident,1996-05-10,"WELCH, WV",United States,Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1996.0,May,Fri,WELCH, WV,2.0,100.0
3329,3269.0,Accident,1996-05-12,"PROVIDENCE, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,1996.0,May,Sun,PROVIDENCE, KY,2.0,0.0
3330,3270.0,Accident,1996-05-13,"BROOKLYN, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,May,Mon,BROOKLYN, MI,1.0,0.0
3331,3271.0,Accident,1996-05-13,"CRYSTAL LAKE, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,1996.0,May,Mon,CRYSTAL LAKE, IL,2.0,0.0
3332,3272.0,Accident,1996-05-14,"ENGLEWOOD, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1996.0,May,Tue,ENGLEWOOD, FL,1.0,0.0
3333,3273.0,Accident,1996-05-17,"JACKSONVILLE, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,May,Fri,JACKSONVILLE, IL,1.0,0.0
3334,3274.0,Accident,1996-05-19,"WESTMINSTER, MD",United States,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,May,Sun,WESTMINSTER, MD,2.0,0.0
3335,3275.0,Accident,1996-05-19,"CARROLLTON, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Cruise,Probable Cause,1996.0,May,Sun,CARROLLTON, OH,3.0,0.0
3336,3276.0,Accident,1996-05-19,"WHARTON, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,May,Sun,WHARTON, TX,2.0,0.0
3337,3277.0,Accident,1996-05-25,"LOS BANOS, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,1996.0,May,Sat,LOS BANOS, CA,2.0,0.0
3338,3278.0,Accident,1996-05-26,"MOUNT PLEASANT, MI",United States,Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,1996.0,May,Sun,MOUNT PLEASANT, MI,2.0,100.0
3339,3279.0,Accident,1996-05-26,"CORVALLIS, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996.0,May,Sun,CORVALLIS, OR,1.0,0.0
3340,3280.0,Accident,1996-05-26,"GRANGEVILLE, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996.0,May,Sun,GRANGEVILLE, ID,2.0,0.0
3341,3281.0,Accident,1996-05-28,"CHATHAM, MA",United States,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Descent,Probable Cause,1996.0,May,Tue,CHATHAM, MA,2.0,0.0
3342,3282.0,Accident,1996-05-31,"PUYALLUP, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Go-around,Probable Cause,1996.0,May,Fri,PUYALLUP, WA,1.0,0.0
3343,3283.0,Accident,1996-06-01,"RIMROCK, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1996.0,Jun,Sat,RIMROCK, WA,2.0,0.0
